tweetcreatedts,retweetcount,following,followers,text
2021-03-15 04:42:45,2,88,14,"$LUNA holding above $15. Last week we were dreaming of $10. How undervalued was this coin...
 
REMEMBER!

We hold $15 pre- $ANC, early $UST burn, $1B $MIR TVL, less mcap than $DOT, $ADA, $XRP, $DOGE, $BCH and other projects so fucking small when compared to what TeFi will reach."
2021-03-15 04:42:29,42,50,26,"It's time for $XVG 💎

%9000? You must kidding me!

$BTC $SOL $AVAX $DOT $ETH $TRX $CHZ $CAKE $XRP $BNB $GVT https://t.co/92BNlNh1Rn"
2021-03-15 04:41:45,27,251,29,"I believe both $RSR and $DOT will be listed on Coinbase during the next 4 weeks. 

Targets:

$DOT $100+
$RSR $0.20+ https://t.co/uBkoczfJXM"
2021-03-15 04:41:36,0,0,43024,"📉💶$567,759 $DOT SHORTED @$38.047 [15/03/21 04:41:36]
🏪FTX | DOT-PERP

🗣️economic engine of making cryptocurrency valuations sustainable at multi-trillion dollar levels - duganist"
2021-03-15 04:41:30,0,0,43024,"📉💶$2,019,883 $DOT SHORTED @$37.483 [15/03/21 04:41:29]
🏪FTX | DOT-PERP

🗣️BTFD - sostickie"
2021-03-15 04:40:52,0,447,182,"A Liquidity Protocol x game theory project on @Polkadot's #substrate by the name of @sigmadex may be a real game changer in the near future.

Check out this video by @thejosh_cross and you can decide for yourself.

$DOT #DEX #crosschain 

https://t.co/0yiDEPYaMY"
2021-03-15 04:39:34,14,265,150,"Sibs being a mess, now with color! #zanytwt #yakko #wakko #dot https://t.co/UaIoSxB9OW"
2021-03-15 04:38:56,1,3,2031,"🔄 Prices update in $USD (1 hour):

$BTC - 60051.6 $ (-0.22 %)
$ETH - 1863.87 $ (-1.12 %)
$DOT - 38.07 $   (-0.14 %)
$ADA - 1.05 $    (-0.69 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-15 04:38:30,3,1827,715,"Already save the date lol🤑

Don't miss @ethbox_official public sale this coming march 25😎

🚀#safe #p2o transactions
🚀provides #escrow service
🚀460k initial mcap
🚀OTC trading

#privacy #crypto $ADA $BTC $BNB $UNI $EBOX $DOT $TRX $IRIS $ETH $KAVA $AVA https://t.co/QSgbDsVNZv"
2021-03-15 04:36:47,0,102,122,@Zelusfin Actually $MATIC (Polygon) is sort of doing the $DOT on ETH with side chains.
2021-03-15 04:34:45,6,630,251,"$DOT is re-testing previous ATH on the #BTC pair, just saying 😏"
2021-03-15 04:34:31,0,466,1424,$DOT - watch out for the breakout of this giant ascending triangle ! #Polkadot https://t.co/ouVnNUvRlL
2021-03-15 04:34:16,0,57,9,"$COTI
1 Feb - $0.06
1 Mar - $0.20

14 Mar - Price: $0.35
No.1 on Lunarcrush 🚀 

15 Mar - Price: $0.37
4 KEY EVENTS shared in this TWEET

🔥30 June - Price: $_____?🔥

#DYOR

$BTC $ETH $ADA $BNB $DOT $XRP $LTC $LINK $UNI $XEM $DOGE $AAVE $ATOM $XMR $SOL $EOS $TRX $BNT $DGB $HBAR https://t.co/TveFFkssG7"
2021-03-15 04:34:08,22,4875,17226,"#Bitcoin destroys 2021 with 300% gains (4x) massive yearly candle! #BTC to $500k inevitable? Is it possible this year? Why l’m betting huge on #Polkadot and the $DOT ecosystem for 2021, #crypto news, and more!

📺👉 https://t.co/WXQ5z9Wcn2 https://t.co/qaUNg8Te9e"
2021-03-15 04:33:56,27,4875,17226,#Polkadot has officially flipped both $BCH and $LTC. 2021 will be massive for $DOT! I’ve been accumulating for months. This is my largest #altcoin bag by far. Anyone who watches my channel knows exactly how bullish I am for this. EASILY $100! It’s not too late for this gem! 🚀 https://t.co/SLcp6kTLMD
2021-03-15 04:32:48,0,2926,3995,"Today:
$ltc.   👀if +230$?🚀
$dot.  👀 if +42$?🚀
$fil.    👀 İf +62$?🚀
$algo 👀 if +1.4$?🚀
$vet.  👀 İf + 0.08$?🚀
$celr. 👀 İf +0.075$?🚀
$enj   👀 if +2.8$?🚀
$hbar 👀 if 0.55$?🚀
$ghst 👀 İf 2.4$$?🚀
$bake 👀 if 1.6$? 🚀
$btc #btc"
2021-03-15 04:32:15,0,179,19,@ThoughtsPol Mainly $dot $ksm $sushi. still a trader so can’t get too attached to bags but I get interest on these
2021-03-15 04:31:46,0,153,21,People encrypted their money instead of giving bloodsuckers bankers 💪🏼$HBAR $DOT
2021-03-15 04:30:59,1,1,40,"March is a bad month for #bitcoin &amp; #Crypto they said!!!

$btc $eth $ltc $dot $ada $xrp $xlm $uni $link $xtz $usdt $xem $ksm $bnb $bch $wbtc $theta $luna $doge $vet $sol $atom $chz $trx $avax $algo $egld $dash $snx $near $grt $one $matic $comp $ren $zil #follo"
2021-03-15 04:30:42,0,782,1474,"If $MATIC is able to reach 2B Market Cap, Binance IEO, I see $CELR reaching at least 1B MC with Layer 2 $ETH and $DOT solution lowering gas fees and speeding up transactions to be released in the next few days.
Its taking a very bullish momentum on a TA basis as well."
2021-03-15 04:30:13,32,1404,514,"Want to learn more about VeChain? This list is a great place to start 👇

DYOR, you're going to like what you find! 🔥 

$VeChain $VET #VeFam $BTC $ETH $DOGE $ADA $XRP $XLM $LINK $DOT $LTC $BNB $UNI #Blockchain #Crypto #Cryptocurrency https://t.co/XnawTlsTVX"
2021-03-15 04:30:11,4,83,392,"PART 3 OF MY PLAN TO TURN 1K$ TO 1M$ BY THE EOY

ALREADY  5K IN 13 DAYS!

WATCH THE FULL VIDEO ON YOUTUBE  
https://t.co/ylVK3P1kxW

$TEL $DENT $NPXS $KIN $UBX $VRA $DAG 
$ONE $FET $CHZ $OCEAN $KCS $COTI $BTC 
$ETH $XRP $DOT $LINK $RSR $SOL $LTC $ANKR https://t.co/BzaTBLVTr3"
2021-03-15 04:29:22,1,5002,1034,"BTC price changes last 4 hours - sorted by mkt cap chg 

🚀
$DOT   +0.00001727
$HBAR  +0.00000113
$VET   +0.00000008

🌧️
$LUNA  -0.00001296
$THETA -0.00000497
$ADA   -0.00000014

#altcoins #cryptocurrency #crypto"
2021-03-15 04:29:14,0,541,785,Filling a 3rd $dot position on high lev account.  LFG🧲🚀 https://t.co/dwhGNvCcsS
2021-03-15 04:28:19,0,35,54,"So $VET bout to go crazy is why y’all sayin? 

$BTC $ETH $DOT $LTC $LINK $UNI $OCEAN $LUNA $MANA $ENJ"
2021-03-15 04:28:10,0,6,32,Crypto traders only want one thing and it's not disgusting $LINK $AAVE $UTK $WAN $SOL $KSM $DOT https://t.co/JMl1zKhdDs
2021-03-15 04:26:29,26,422,20742,#bitcoin new all time high by the 17th? Big Polka $dot news https://t.co/fBSDbTxWTD
2021-03-15 04:26:14,0,48,28,@SecretsOfCrypto are you still hold $Dot ?
2021-03-15 04:26:11,25,422,20742,Which #crypto protocols will be the first to get parachain slots? $dot $ksm
2021-03-15 04:26:09,74,422,20742,Kusama parachain auctions could be only a few weeks away. Pretty soon everyone is going to realize that they did not have enough exposure to Polka $dot and $ksm
2021-03-15 04:26:08,15,422,20742,"Balancer is one of the biggest #defi protocols on #ethereum, Moon Beam is helping them port to Polka $dot! https://t.co/30F0TDK1iX"
2021-03-15 04:26:00,0,73,9,"$firo this is beautiful coin and low supply
on Dec 26, 2017 (3 years ago) has a price $169 , and they are currently starting to return to the top 100 coins
@firoorg @InsomPoramin
$btc $bnb $dot $ada 
#firoisback https://t.co/QpKNEq773o"
2021-03-15 04:25:47,25,314,45,My biggest crypto holdings: $ETH $LINK $VET $UNI $DOT $REEF $HEGIC $FLOW $ADA
2021-03-15 04:25:47,0,130,58980,"Now you can rarely find a really interesting project. But this one really attracts attention. I participate and advise you.
#OMNI #Blockchain #cryptocurrency #DOT"
2021-03-15 04:25:38,34,422,20742,"Balancer will bridge to Polka $dot via Moon Beam. I expect we will see a lot of #defi protocols doing this! 

https://t.co/nvV8yeCOYz"
2021-03-15 04:24:24,4,241,30,"$DENT is #esim which is the end of the plastic sim, #dentwireless evolution is here @Apple 10c coming!

$one $zil $hnt $hbar $matic $dot $band $link $rvn $mana $reef $eth $vet $enj $storj $ada $algo $sol $waves $atom $uni $btc $bake $stmx $beam $coti $ftm $gas $ong $xvs $qlc $ark"
2021-03-15 04:24:08,3,137,9,"My 2021 #Crypto analysis.@odogwucrypto is unstoppable 🚀

$btc $69,000
$eth $3,000
$atom $1,000
$uni $800
$oxen $100
$sxp $70
$vet $2
$stx $50
$bnb $800
$dash $2,000
$zec $1,000
$dot $250
$link $200

This is my 2021 crypto analysis,take it or live it is unstoppable and inevitable"
2021-03-15 04:23:41,1,77,8,"#Crypto Update w/ @iman_blockrun:
✅ Is @BondlyFinance The Next Big #NFT Project?
✅ Why NFT Luanch Pads are Important
✅ $Bondly on Polkadot #Substrate
✅ @PolkaPets Partners with $DOT Projects
📺 https://t.co/69E5zGHDqX https://t.co/fSaqTmO1dS"
2021-03-15 04:23:01,0,14,6,"The best way to take x7 profit with Coinstox!

💰 fully DeFi investing ecosystem
💰 ETH, BTC, DAI, BCH, USDC, LTC swap
💰 exchange of your projects tokens to coin CSX

I wouldn’t lose such a chance! We will not leave without pump 💰

$btu $dot $one $luna $hbar"
2021-03-15 04:22:14,0,2926,3995,"Today:
$ltc.   👀
$dot.  👀
$fil.    👀
$algo 👀
$vet.  👀
$celr. 👀
$enj   👀
$hbar 👀
$ankr 👀
$reef 👀
$ghst 👀
$bake 👀"
2021-03-15 04:21:33,4,5001,945,"$LIT is gonna start moon shot 🚀🚀
Fill your bags 🤎

#BLZUSDT $BLZ $ADA $BNB $BTC $DOGE. $EGLD $DOT $ETH
#DOGE #ADA #BTC #Bitcoin #Cardano #Binance #BinanceSmartChain #trade #ALERT #Polkadot #Ethereum #Litecoin
#litentry #litcoin #1inch #waves $ZRX https://t.co/bDiKVIbgMz"
2021-03-15 04:21:24,2,5001,945,"Bullish LIT 🔼
Make sure you have this one in your portfolio

$18 Soon🚀

#litentry #LIT #BTC #BTCUSDT #Crypto #ada $lit $ada #Cardano #vechain #vetusdt #Ethereum #eth #Bitcoin #DogecoinRise #cryptosignal #DOT #Polkastarter https://t.co/hsCaevfMby"
2021-03-15 04:20:51,0,0,518,"Top 10 cryptocurrencies price update 1hr 
 
$BTC $ETH $BNB $USDT $DOT $ADA $XRP $UNI $LTC $LINK https://t.co/IXrBAJGaOY"
2021-03-15 04:19:34,0,143,100,"Forecast for June 2021
#1inch to $8
$Dot to $60
$Vet to $0.15
$RLC to $5

Buy And Hodl 🚀🚀🚀"
2021-03-15 04:19:01,0,102,122,@Zelusfin No Dot hasn't left you mate. $DOT will explode re price. % wise though there are likely better options in the near term and $REEF is definitely a winner.
2021-03-15 04:18:57,5,47,36,$KSM is the real $DOT https://t.co/KPLTtJQHSB
2021-03-15 04:16:44,5,19,20,"$Grumpy  ""earning passive aggressive income"" $shib $bao $feg $link $ada $eth $xrp $chow $scat $rfi $dot $bunny $poodl $bdog $bunny $hoge $doge $ramp $ltc $link $trx $zil $unn $four $layer"
2021-03-15 04:16:16,1,190,213,@Zelusfin I always err towards caution on these things. Long term though there are numerous considerations. Being a $DOT first of its kind DeFI project with huge ambitions given the scope of what's required. New partners etc. It could easily shoot past $1.00 in the not so distant future.
2021-03-15 04:15:25,0,102,122,@Zelusfin But the technical side of this project is huge. It will depend on them performing and hitting targets. $DOT though is just beginning. An absolute winner with a genius driving it. These guys will pulled along with that success as well as through what they can achieve.
2021-03-15 04:15:01,0,26,15,"when you are the $ONE Morpheus speaking facts!

$ADA $ETH $BTC $VET $DOT $ENJ $DOGE https://t.co/iy97JE7oIK"
2021-03-15 04:14:09,0,1,3167,"🔄 Prices update in $USDT (1 hour):

$BTC - 60501.61 $      (+0.57 %)
$ETH - 1888.46 $       (+0.11 %)
$DOT - 38.13 $         (-0.32 %)
$ADA - 1.06 $          (-0.04 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-15 04:13:52,1,373,17,@binance 💥💥💥💥 $Nu listing tomorrow on @binance let’s go!! 💥💥💥💥        $gme $eth $btc #eth #btc  #WallStreetBets $yfi $skl $neo $xrp $xem $dot $bnb #bnb  $grt $rep $bat $doge $dogecoin #dogecoin #doge $flamingo $gme $amc $bb $tsla $appl
2021-03-15 04:13:33,130,339,211,"The World Bank casually promoting $QNT 🔥

The paper also mentions two other projects in $DOT &amp; $XRP..

The difference is, only one of them is actively building blockchain #interoperability standards..

Two are in the Top 10.. the other is outside Top 100..

😏🚀

$BTC $ETH https://t.co/0tPkgEJnw5"
2021-03-15 04:13:32,0,3,1,"Hello beautiful Monday!
#comics #Japanesecute #dot #野鳥だるま #豆鳥 #川越だるま #cutecrafts https://t.co/OcnpHPhbfT"
2021-03-15 04:12:46,24,6350,6159,"There is a range of different ways for you to earn and stake #Swaap tokens.

You can stake your $SAP and $SAPG balances by simply creating an account and making a deposit with @NovaBank 

Hurry!

$BTC $ETH #BTC #ETH $DOT $XLM $ADA #Bitcoin #CryptoNews

https://t.co/DpQgjfHiL3"
2021-03-15 04:12:19,0,123,120,"Who do you think is going to insure all of those $KSM &amp; $DOT parachains?

You’re right, it’s going to be $BMI

Down trend seems over, we going for new highs here 🚀 https://t.co/WKsgkDofQk"
2021-03-15 04:11:10,0,1,4633,"🔄 Prices update in $EUR (1 hour):

$BTC - 50482.3  € (+0.48 %)
$ETH - 1575.31  € (-0.02 %)
$DOT - 31.81  € (-0.34 %)
$ADA - 0.89  €  (-0.06 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-15 04:10:37,1,95,3,"Strong #Uptrends in 30/60/120 mins (Binance $BTC pairs):

$AGI $ALGO $ALPHA $AXS $BAL $BEL $BTS $CELR $DEGO $DOCK $DODO $DOT $ENJ $FET $FIRO $FLM $FRONT $FTT $FXS $HARD $HBAR $LIT $LUNA $MANA $MATIC $OCEAN $OM $ONE $OXT $PERL $POLY $POND $QKC $REEF $REQ 

#crypto #coin #RSI https://t.co/cxte95rR0Y"
2021-03-15 04:09:51,3,111,23,"@davidgokhshtein Love $PAC‼️

Also like $LINK $DOT and $ENJ"
2021-03-15 04:08:46,0,268,937,"🚨SumoETH ""Ethereum summoner"" from Cryptolegacy🔥

✅20 wax
✅5 max

https://t.co/EaYeVZmvzK

$BTC $ADA $PERL $TROY $DOGE $BCH $BNB $TRX $SUSHI $XRP $SAND $EOS $USDT $LTC $XLM $DOT $LINK $XMR $UNI $YFI $BAT $ENJI $XVS $XVG $XEM $AAVE $EOS $CRO $XTZ $FTT $VET $NEO $WAXP $NFT"
2021-03-15 04:08:07,5,5,1,$Grumpy PAMP $bao $feg $link $ada $eth $xrp $chow $scat $rfi $dot $bunny $poodl $bdog $bunny $hoge $doge $ramp $ltc $link $trx $zil $unn $four $layer #resistanceisfutile 🚀🐈✅ https://t.co/cTKjKPwrrT https://t.co/H5J81Md9n6 https://t.co/7CxkeXKcOB
2021-03-15 04:08:03,7,5,1,Brilliant $Grumpy minds have simulated our pump from our current position $shib $bao $feg $link $ada $eth $xrp $chow $scat $rfi $dot $bunny $poodl $bdog $bunny $hoge $doge $ramp $ltc $link $trx $zil $unn $four $layer #resistanceisfutile https://t.co/cTKjKPwrrT https://t.co/u2F2Gyth8J
2021-03-15 04:07:40,0,680,853,@celestialprod @AltcoinDailyio Go for $DOT
2021-03-15 04:06:40,0,24,211,$one is new $dot 🚀🚀🚀
2021-03-15 04:06:20,0,434,34,"I am a #hodler not a trader, however
I am starting a challenge to 10x my #Crypto trading networth. 

Lets see how much time it takes. Goal to do it in 6-8moths.

Starting with .05 #Bitcoin
 (₹1.5Lacs) and $370 (₹28k)

This competition is with my self.

$LINK $ETH $Dot $Ksm $Fet"
2021-03-15 04:06:12,0,1,125,"$vtho Cheapest coin on 
@Binance

 IF YOU WANT 10X TO 100X $VTHO ..

Small ones multiply faster often times

#doge #dogearmy #dogecoin $doge $matic $rvn $bnb $btc $eth #ethereum #bitcoin $aave $snx $uni $sushi $zrx $grt $algo $ada $dot #CryptoNews #NFT #bitcoin ."
2021-03-15 04:06:00,2,1053,449,$DOT | $BTC: #Polkadot completed a bullish retest and looks primed for a run up! #DOT 📈 https://t.co/KbWGUiKKl8
2021-03-15 04:05:40,1,190,213,$REEF just cracked its ATH. Nice to see these guys getting some recognition finally. My call is $REEF will explode this ALT season. At this price it's getting in on the ground floor of an important $DOT first of it's kind project. https://t.co/VeapcFL1sW
2021-03-15 04:05:31,0,215,43,"You can bid for a $DOT parachain. 

Or you can create your own state channel with its own architecture and tokenomics on $DAG for free."
2021-03-15 04:05:28,1,1592,239,#Crypto prices | 12:00 AM | 3/15/21 https://t.co/t9zjm0h02K #Bitcoin #BTC $BTC #Ethereum #ETH #Tether #USDT #Polkadot #DOT #Ripple #XRP #Cardano #ADA #Litecoin #LTC #BitcoinCash #BCH #Chainlink #LINK #Stellar #XLM #BinanceCoin #BNB #USDCoin #USD #BitcoinSV #BSV #cryptocurrency https://t.co/JN2sDQ5GR3
2021-03-15 04:04:47,1,366,93,"🤔 If you're not in our Discord, how will you help #decentralize the world? 

👇 Link below: 

🔥 https://t.co/PyIerimYS3 

@polkaprojectcom @polkaworld_org $SHIFT $wSHIFT #SHIFT #wSHIFT #Bitcoin #ethereum #ipfs #web3 #uniswap #polkadot $BTC $ETH $DOT #wSHIFT #censorshipresistant"
2021-03-15 04:04:23,1,4992,796,"#holo #hot $hot is UNSTOPPABLE 🔥

#1INCH #ETH #DOT #XRP #ADA #INCH #SNX #MIR #TRX #ATOM #NEO #SOL #EGLD #AVAX #KSM #GRT #ZIL #RUNE #ALGO #ICON #FTM #BAND #ROSE #ONE #BTC #FSN #OLT #CAKE #SUSHI #YFI #CELO #EDG #CHR #CHZ #BNB #Binance #BSC #altcoins #cryptocurrencies #cryptoart"
2021-03-15 04:04:15,0,536,29268,"[SCAN RESULTS - 4H - #BTC PAIR]

Binance top 5 bullish trend strength
1: $UTK
2: $HBAR
3: $QKC
4: $FTT
5: $MDT

Binance top 5 bullish reversal strength
1: $TOMO
2: $ALPHA
3: $INJ
4: $DOT
5: $ORN

All results on https://t.co/vMSA8RwQ1G website!"
2021-03-15 04:02:34,1,4903,2003,"$DAG #CONSTELLATION is a  sleeping giant that is waking from its slumber. Expand your mind!!!! $DAG IS THE FUTURE!

$LTX $DOT $UNI $XRP $BTC $ETH $DOGE $EOS $IOTA $ADA $REEF $ZEC $TRX $LINK $COTI $OCEAN $BNB $ZCX $DASH $XLM $TEL $RUNE $OCTO $QNT $MTV $BAX $NAX $LYM $CAKE  $SUSHI https://t.co/Ln7fIe7mc4"
2021-03-15 04:02:03,1,316,21,"@AlexDelarge6553 $DOT polkadot with 12 % apy staking and huge potential .
$PCX chainx with 42% apy staking and insane potential"
2021-03-15 04:01:38,0,14,1100,"Strong #Uptrends in 30/60/120 mins (Binance $BTC pairs):

$AGI $ALGO $ALPHA $AXS $BAL $BEL $BTS $CELR $DEGO $DOCK $DODO $DOT $ENJ $FET $FIRO $FLM $FRONT $FTT $FXS $HARD $HBAR $LIT $LUNA $MANA $MATIC $OCEAN $OM $ONE $OXT $PERL $POLY $POND $QKC $REEF $REQ 

#crypto #coin #RSI https://t.co/CUyjpWw1U4"
2021-03-15 04:00:31,0,1,125,"$vtho has the same supply as Cardano $ada, but one can argue $vet &amp; $vtho are far better 

#dogecoin #NFT #Bitcoin #Ethereum $uni $sushi $cake $xlm $dot $yfi $oxt $nu $zil $one $mkr"
2021-03-15 04:00:25,0,0,1986,"Top 5 Cryptocurrencies Prices

⬆️ $BTC: $60,369.57 | Bitcoin +0.57%
⬆️ $ETH: $1,884.94 | Ethereum +0.17%
⬆️ $BNB: $266.11 | Binance Coin +0.30%
🔻 $USDT: $0.999557763 | Tether 0.00%
⬆️ $DOT: $37.97 | Polkadot +1.32% 🚀"
2021-03-15 04:00:04,0,299,120,"A tourism initiative called the Green Corridor will soon link several destinations in Region-4A (Calabarzon) under the new normal, the Department of Tourism (DOT, @TourismPHL) said. #DOT #GreenCorridor #Calabarzon #NewNormal https://t.co/73kzBBy4p4"
2021-03-15 04:00:03,0,875,326,#Ethereum loaded  LT bags: #BTC #ETH #DOT #BNB #LINK
2021-03-15 04:00:03,0,11,29,"Last hour #volatilities (minute based) of core #cryptos: 
#BTC: 0.06%
#ETH: 0.05%
#BNB: 0.02%
#DOT: 0.13%
#XRP: 0.04%
#LTC: 0.09%
#LINK: 0.04%
#XLM: 0.14%"
2021-03-15 03:59:07,0,5011,1803,"#Come #on #Algorand #ALGO You can do the #Breakout for us!

https://t.co/xmr9FkrWpR

#HOT #ONE #HBAR #ENJ #NPXS #MANA #LUNA #FIL #THETA #OCEAN #SC #BTT #FTT #IOST #CHZ #NEXO #CDAI #CUSDC #PAX #DAI #USDC #LEO #BUSD #UST #AMP #ALGO #VET #XMR #OKB #DCR #DOT https://t.co/BqgocANcAv"
2021-03-15 03:58:53,0,74,298,"$btc $eth $bnb $dot

Bullmarket fully intact. This is your chance."
2021-03-15 03:58:37,1,526,441,"$ONE hitting 0.10! Imagine when it hits $1 

$ADA $BTC $ETH $DOT $VET https://t.co/GxMPlFBZkA"
2021-03-15 03:57:10,0,41,16,"DOT/USDT trying to break the resistance level $38 area. But, nice pattern, ascending triangle. Sooner or later, it will break the resistance, I expect, $38 area will be the next support area....
#DOT #DOTUSDT #POLKADOT #CMIIW https://t.co/3bi2s04EoG"
2021-03-15 03:55:45,0,16,3,"$NEO Prepare your bags! buy now before it’s too late, you will never see these prices again #btc #eth #ada #dot #kai"
2021-03-15 03:55:40,0,195,78,@celestialprod @AltcoinDailyio Something like Kusama $KSM or Polkadot $DOT would be better options.... Parachains launching soon with more higher return on investment opportunities
2021-03-15 03:54:39,0,16,22,"$QFI-$ETH LP staking bonuses encouraged me to start the #Qfinance. 
Just see by yourself!

$paid $ix $one $ocean $one $nano $nano $dot $usdt $btc $tarm $algo $pols $bepro $vgx $easy $eth $link $bnb $eth $tel $one $bnt $flash $enj $nano $enj $pols $yui $link $btc"
2021-03-15 03:51:14,0,1,3255,"🔄 Prices update in $USD (1 hour):

$BTC - 60450.1 $  (+0.52 %)
$ETH - 1885.94 $  (+0.04 %)
$DOT - 38.17 $    (-0.03 %)
$ADA - 1.06 $     (-0.39 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-15 03:51:10,4,24,13,"🤔Imagine investing in #Polkadot or #DuckDao when they first launched😲

Almost every interesting new crypto project wants to be launched on their platforms today! 🚀🌙

Now go and look into #PandaDao 🐼 and use your brain 🧠 

#DYOR 
$PDAO $DUCK $DOT $POLK $POLS

@PandaDao3"
2021-03-15 03:51:09,2,1247,229,"I'm patiently waiting for this one! 🟢

$Acxt $Acdx #Crypto #Exchange #Bitcoin $Dot $Zil #ICO #IEO https://t.co/15dcFmBfrn"
2021-03-15 03:51:09,0,59,30,"It's almost like I fucking called this... Crazy $DBC. 

$eth $klv $cvc $enj $doge $ada $kcs $bnb $rdd $dgb $dot $mana $trx $xlm $ocn $luna $dash $atom $ltc $eos $neo $mhc $chr $dock $vra $ftm $iotx $mwap $go $algo $xrm $zec $ftm $tel https://t.co/VFqrN8Xqlu"
2021-03-15 03:50:58,0,16,3,"NEO v3.0 Testnet will be released this week (3/18), we’ll have the official announcement soon $NEO $BTC $ADA $DOT $ETH"
2021-03-15 03:50:11,1,198,565,"$DOT

Are we there yet😉

#crypto https://t.co/5lsDSGS0td"
2021-03-15 03:49:56,5,1026,78,"$ISLA @insula_im just did ~4x since March 1st. ✔️ Congratulations to the community and project. 

$btc $eth $doge $bnb $swap $pols $cake $sushi $enj $crv $oly $uni $xrp $ltc $spi $umx $dot $ada $YFI $BAO $nfy $ern $1inch $chz $trx $bondly $uncx $reef $ocean $paint $mph $om https://t.co/YfEqTFoqVn https://t.co/h1jLgDvsh2"
2021-03-15 03:49:14,0,28,3472,"Over the past ten years, #Bitcoin has beaten out all over #asset classes by at least a factor of 10.

@CompoundCapital Advisors’ #CEO @charliebilello compiled the performances of the top asset classes using data from Ycharts.

https://t.co/8xm4eG8aPD

$BTC $ETH $DOT $XRP $BNB"
2021-03-15 03:49:10,4,39,99,"Grab your $DOT tokens at 50% off the market price starting March 16 💪@Polkadot #Polkadot #ProBitExchange

https://t.co/C2qhqGzc4m
https://t.co/C2qhqGzc4m https://t.co/MPFIkBAj72"
2021-03-15 03:48:37,35,446,31,"🌸 $ALICE lists on @binance March 15th, 6AM UTC🌸

@MyNeighborAlice is a unique #blockchain builder game using #NFTs and a @TheDaoMaker #SHO 

Compare with popular #DeFi projects in #BobbysGemVillage #moonsheet below👇

$BTC #BSC $ETH $DOT $BNB $DAO https://t.co/ene9Idr51g 🏘️ https://t.co/8vDW81VECJ"
2021-03-15 03:47:39,10,4903,2003,"Expand your minds beyond tokens. Data Entrepreneurship is the future!!!
#Constellation $DAG 

$LTX $DOT $UNI $XRP $BTC $ETH $DOGE $EOS $IOTA $ADA $REEF $ZEC $TRX $LINK $COTI $OCEAN $BNB $ZCX $DASH $XLM $TEL $RUNE $OCTO $QNT $MTV $BAX $NAX $LYM $CAKE $TRTL $SUSHI https://t.co/To90UUENlS"
2021-03-15 03:45:09,0,115,26,"The day is June 6th, 2021. $BTC sits comfortably at 108k. $DOT is at 200. $ADA is hanging on at 3.25. $ETH is still trying to break 2k https://t.co/6Hvg7LGG2E"
2021-03-15 03:44:57,344,98,24,how tf @coinbase call themselves da supporter of the most popular digital currencies 😭 bitch you don’t even have $ADA or $DOT 🤦🏻‍♀️
2021-03-15 03:44:41,0,1227,331,$RISE #ieo #blockchain #dot #bounty #defi #Rise #RiseProtocol #RebaseToken #FrictionlessYield #Rebases #DynamicPeg #blackhole #AutoLiquidity #AutoRewards  https://t.co/YbTQFT3P6q https://t.co/haSDHBXuIt
2021-03-15 03:44:00,0,228,546,"$ONE + 50% GAINS ✅ in 7 hours since my tweet. 

Look 🔽

stop sleeping on my trades, they might just change your life. 📊

$btc $eth #nft $doge $flow $bsc $bnb $luna $fet $sxp $matic $dent $dot $link $chz $ada $ltc $go $amb $cbt $nav $link $abm $wagi $abm $tvk $mith $gvt $enj https://t.co/vfcHxmWHqM"
2021-03-15 03:43:35,0,359,466,"A federal agency warns Tesla tests unfinished driverless tech on its users
https://t.co/w31eFrSZyU
#Tesla #NTSB #FSD #ElonMusk #SelfDrivingCars #autonomousCar #risk #NHTSA #waymo #alphabet #GM #rules #DOT"
2021-03-15 03:43:17,67,1824,672,"I am hyper bullish on @sifchain $EROWAN

-Built on Cosmos $ATOM SDK
-World 1st OMNI Dex and 100x times faster and cheaper than current ERC-20 DEXs

-Will integrate all major 25 blockchains

Team from: Coinbase, $ATOM, $Flow, Polka $DOT, $RUNE, $ADA, $XTZ

https://t.co/5MzsENjiZG"
2021-03-15 03:43:08,0,67,9,Everytime I have cash I buy $ETH and $DOT. I fail to see that being a bad strategy.
2021-03-15 03:42:02,1,662,307,60million market cap. #Defi #Gem #VRX $VRX $LINK $RSR $LTC $BTC $ETH $DOT app launch in 6-7 days. Your not gonna want to miss this. https://t.co/3dAM0h0Hkv
2021-03-15 03:42:02,0,109,8,On @anchor_protocol by @TerraBitesPod @terra_money https://t.co/PUFtxiH4kl #DeFi #cryptocurrency $LUNA $DOT $SOL $ATOM $ETH
2021-03-15 03:41:50,0,11,482,"July 27, 2020 - Citibank FX Mailing List
#Bitcoin #Ethereum #Polkadot
$BTC $ETH $DOT $FTT

Trade FTX:
https://t.co/oNlXwYddKB https://t.co/aAhwbFdnrG"
2021-03-15 03:41:37,71,1753,1057,"Exactly 365 days ago #Bitcoin saw one of its worst days of trading. One year later, it’s making history.

Why?

https://t.co/Oe0IaWmNrn

#BTC #ETH #Ethereum $BTC $ETH $DOT $MATIC $XRP $BNB #cryptocurrency #cryptocurrencies #DeFi #trading #PROFIT #markets"
